"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22657","checkSwap","Surefire suite","Tue Jun 24 21:26:52 GMT 2025","broken","Tue Jun 24 21:27:14 GMT 2025","tests.SwapTest","Surefire test","tests.SwapTest","checkSwap"
"","476","checkWebDriverPrivacy","Surefire suite","Tue Jun 24 21:27:16 GMT 2025","passed","Tue Jun 24 21:27:16 GMT 2025","tests.SwapTest","Surefire test","tests.SwapTest","checkWebDriverPrivacy"
